device_id,lat,lon,timestamp,geometry,distance,timedelta
van007,14.589523,120.974147,2025-05-12 17:46:00,POINT (120.974147 14.589523),0.0,0.0
van007,14.588637,120.974243,2025-05-12 17:46:30,POINT (120.974243 14.588637),0.09905884661093067,0.5
van007,14.587896,120.974303,2025-05-12 17:47:00,POINT (120.974303 14.587896),0.08264802714245868,0.5
van007,14.587057,120.974509,2025-05-12 17:47:30,POINT (120.974509 14.587057),0.09589008365870409,0.5
van007,14.586153,120.974555,2025-05-12 17:48:00,POINT (120.974555 14.586153),0.10064202334762572,0.5
van007,14.585398,120.97462,2025-05-12 17:48:30,POINT (120.97462 14.585398),0.08424305964932022,0.5
van007,14.58452,120.974771,2025-05-12 17:49:00,POINT (120.974771 14.58452),0.09897217795756004,0.5
van007,14.583636,120.974832,2025-05-12 17:49:30,POINT (120.974832 14.583636),0.09851525838947081,0.5
van007,14.582777,120.974861,2025-05-12 17:50:00,POINT (120.974861 14.582777),0.09556741002869087,0.5
van007,14.58203,120.974939,2025-05-12 17:50:30,POINT (120.974939 14.58203),0.08348564706670136,0.5
van007,14.58121,120.975038,2025-05-12 17:51:00,POINT (120.975038 14.58121),0.09180013589534511,0.5
van007,14.580355,120.975096,2025-05-12 17:51:30,POINT (120.975096 14.580355),0.0952763270955791,0.5
van007,14.579551,120.975256,2025-05-12 17:52:00,POINT (120.975256 14.579551),0.09104371223422955,0.5
van007,14.578725,120.975304,2025-05-12 17:52:30,POINT (120.975304 14.578725),0.09199214917794632,0.5
van007,14.577771,120.975387,2025-05-12 17:53:00,POINT (120.975387 14.577771),0.10645533956075995,0.5
van007,14.576947,120.975425,2025-05-12 17:53:30,POINT (120.975425 14.576947),0.09171583279560505,0.5
van007,14.576216,120.975569,2025-05-12 17:54:00,POINT (120.975569 14.576216),0.08274752504643153,0.5
van007,14.575263,120.975683,2025-05-12 17:54:30,POINT (120.975683 14.575263),0.10667656293288091,0.5
van007,14.574443,120.975749,2025-05-12 17:55:00,POINT (120.975749 14.574443),0.09145606332321608,0.5
van007,14.573678,120.975765,2025-05-12 17:55:30,POINT (120.975765 14.573678),0.0850815442160489,0.5
van007,14.572873,120.975899,2025-05-12 17:56:00,POINT (120.975899 14.572873),0.09066609423124515,0.5
van007,14.572023,120.975922,2025-05-12 17:56:30,POINT (120.975922 14.572023),0.09454809292064778,0.5
van007,14.57116,120.976085,2025-05-12 17:57:00,POINT (120.976085 14.57116),0.09755137026563286,0.5
van007,14.57037,120.976133,2025-05-12 17:57:30,POINT (120.976133 14.57037),0.08799574614736445,0.5
van007,14.569549,120.976196,2025-05-12 17:58:00,POINT (120.976196 14.569549),0.09154245690491829,0.5
van007,14.568712,120.976233,2025-05-12 17:58:30,POINT (120.976233 14.568712),0.09315529599200552,0.5
van007,14.56776,120.976457,2025-05-12 17:59:00,POINT (120.976457 14.56776),0.10856779194382317,0.5
van007,14.566978,120.976547,2025-05-12 17:59:30,POINT (120.976547 14.566978),0.08749222018132856,0.5
van007,14.566162,120.976519,2025-05-12 18:00:00,POINT (120.976519 14.566162),0.09078508464051056,0.5
van007,14.565373,120.976597,2025-05-12 18:00:30,POINT (120.976597 14.565373),0.08813348048068226,0.5
van007,14.564519,120.976733,2025-05-12 18:01:00,POINT (120.976733 14.564519),0.09608183027326145,0.5
van007,14.56365,120.976792,2025-05-12 18:01:30,POINT (120.976792 14.56365),0.09683679355099874,0.5
van007,14.562777,120.976873,2025-05-12 18:02:00,POINT (120.976873 14.562777),0.09746380726505709,0.5
van007,14.561976,120.97698,2025-05-12 18:02:30,POINT (120.97698 14.561976),0.08980848816738198,0.5
van007,14.561212,120.977003,2025-05-12 18:03:00,POINT (120.977003 14.561212),0.08498897902304564,0.5
van007,14.560358,120.977142,2025-05-12 18:03:30,POINT (120.977142 14.560358),0.09613158699754544,0.5
van007,14.559456,120.977292,2025-05-12 18:04:00,POINT (120.977292 14.559456),0.1015887246820864,0.5
van007,14.55865,120.977302,2025-05-12 18:04:30,POINT (120.977302 14.55865),0.08962957270430354,0.5
van007,14.557756,120.977358,2025-05-12 18:05:00,POINT (120.977358 14.557756),0.09959080081909506,0.5
van007,14.557035,120.977448,2025-05-12 18:05:30,POINT (120.977448 14.557035),0.0807545657321352,0.5
van007,14.556127,120.977579,2025-05-12 18:06:00,POINT (120.977579 14.556127),0.1019446429915256,0.5
van007,14.55528,120.9776,2025-05-12 18:06:30,POINT (120.9776 14.55528),0.09420921801715347,0.5
van007,14.554519,120.977718,2025-05-12 18:07:00,POINT (120.977718 14.554519),0.08556705176820857,0.5
van007,14.553659,120.97782,2025-05-12 18:07:30,POINT (120.97782 14.553659),0.09625570067399654,0.5
van007,14.552768,120.977932,2025-05-12 18:08:00,POINT (120.977932 14.552768),0.09980529548947963,0.5
van007,14.552036,120.978036,2025-05-12 18:08:30,POINT (120.978036 14.552036),0.08216072209836961,0.5
van007,14.551133,120.978094,2025-05-12 18:09:00,POINT (120.978094 14.551133),0.10060287721107525,0.5
van007,14.550343,120.978107,2025-05-12 18:09:30,POINT (120.978107 14.550343),0.08785513424912636,0.5
van007,14.549498,120.978192,2025-05-12 18:10:00,POINT (120.978192 14.549498),0.09440403477967078,0.5
van007,14.548692,120.978323,2025-05-12 18:10:30,POINT (120.978323 14.548692),0.09072538692035621,0.5
van007,14.547819,120.978415,2025-05-12 18:11:00,POINT (120.978415 14.547819),0.0975768857822173,0.5
van007,14.546897,120.978428,2025-05-12 18:11:30,POINT (120.978428 14.546897),0.10253126982387158,0.5
van007,14.546194,120.978629,2025-05-12 18:12:00,POINT (120.978629 14.546194),0.08110839669240255,0.5
van007,14.545334,120.978687,2025-05-12 18:12:30,POINT (120.978687 14.545334),0.09583117891072439,0.5
van007,14.544511,120.978733,2025-05-12 18:13:00,POINT (120.978733 14.544511),0.0916472566796863,0.5
van007,14.543658,120.97879,2025-05-12 18:13:30,POINT (120.97879 14.543658),0.09504747632916792,0.5
van007,14.542795,120.978841,2025-05-12 18:14:00,POINT (120.978841 14.542795),0.09611809286806694,0.5
van007,14.541977,120.97898,2025-05-12 18:14:30,POINT (120.97898 14.541977),0.09217964352475724,0.5
van007,14.541143,120.979107,2025-05-12 18:15:00,POINT (120.979107 14.541143),0.09373858885352296,0.5
van007,14.54029,120.979164,2025-05-12 18:15:30,POINT (120.979164 14.54029),0.09504748236764361,0.5
van007,14.539465,120.979178,2025-05-12 18:16:00,POINT (120.979178 14.539465),0.09174818974457513,0.5
van007,14.538628,120.979263,2025-05-12 18:16:30,POINT (120.979263 14.538628),0.09351874596446688,0.5
van007,14.537859,120.979386,2025-05-12 18:17:00,POINT (120.979386 14.537859),0.08652770658362031,0.5
van007,14.537001,120.979432,2025-05-12 18:17:30,POINT (120.979432 14.537001),0.09553363595822165,0.5
van007,14.536166,120.979614,2025-05-12 18:18:00,POINT (120.979614 14.536166),0.09489183672787081,0.5
