device_id,lat,lon,timestamp,geometry,distance,timedelta
van007,14.589432,120.974221,2025-05-12 09:00:00,POINT (120.974221 14.589432),0.0,0.0
van007,14.591275,120.973788,2025-05-12 09:00:30,POINT (120.973788 14.591275),0.21016254550106298,0.5
van007,14.593155,120.973478,2025-05-12 09:01:00,POINT (120.973478 14.593155),0.21169131952169523,0.5
van007,14.594884,120.973123,2025-05-12 09:01:30,POINT (120.973123 14.594884),0.19601445070996523,0.5
van007,14.596691,120.972674,2025-05-12 09:02:00,POINT (120.972674 14.596691),0.20665653286914987,0.5
van007,14.598574,120.972265,2025-05-12 09:02:30,POINT (120.972265 14.598574),0.2139554663849572,0.5
van007,14.600344,120.971858,2025-05-12 09:03:00,POINT (120.971858 14.600344),0.20162877036807283,0.5
van007,14.602209,120.971572,2025-05-12 09:03:30,POINT (120.971572 14.602209),0.2096495603215877,0.5
van007,14.60403,120.97113,2025-05-12 09:04:00,POINT (120.97113 14.60403),0.20799654037143592,0.5
van007,14.605761,120.970839,2025-05-12 09:04:30,POINT (120.970839 14.605761),0.19500870063935646,0.5
van007,14.607675,120.97046,2025-05-12 09:05:00,POINT (120.97046 14.607675),0.21669897081423392,0.5
van007,14.609411,120.970012,2025-05-12 09:05:30,POINT (120.970012 14.609411),0.19896227488077,0.5
van007,14.611252,120.969725,2025-05-12 09:06:00,POINT (120.969725 14.611252),0.20702599538971533,0.5
van007,14.613032,120.969218,2025-05-12 09:06:30,POINT (120.969218 14.613032),0.20530720589556978,0.5
van007,14.61492,120.968952,2025-05-12 09:07:00,POINT (120.968952 14.61492),0.2118780101803017,0.5
van007,14.616752,120.968567,2025-05-12 09:07:30,POINT (120.968567 14.616752),0.20787834112554265,0.5
van007,14.618602,120.968148,2025-05-12 09:08:00,POINT (120.968148 14.618602),0.2105927287699837,0.5
van007,14.620356,120.967746,2025-05-12 09:08:30,POINT (120.967746 14.620356),0.19977445987880985,0.5
van007,14.62218,120.967435,2025-05-12 09:09:00,POINT (120.967435 14.62218),0.20556131612027168,0.5
van007,14.623989,120.967061,2025-05-12 09:09:30,POINT (120.967061 14.623989),0.2051370680145049,0.5
van007,14.625727,120.966659,2025-05-12 09:10:00,POINT (120.966659 14.625727),0.1980376841752688,0.5
van007,14.627577,120.966209,2025-05-12 09:10:30,POINT (120.966209 14.627577),0.21133143198067075,0.5
van007,14.629383,120.965809,2025-05-12 09:11:00,POINT (120.965809 14.629383),0.20537768968575992,0.5
van007,14.631204,120.965433,2025-05-12 09:11:30,POINT (120.965433 14.631204),0.2064874403225982,0.5
van007,14.633031,120.965134,2025-05-12 09:12:00,POINT (120.965134 14.633031),0.20568431892010597,0.5
van007,14.634824,120.964716,2025-05-12 09:12:30,POINT (120.964716 14.634824),0.20438161977913447,0.5
van007,14.636743,120.964322,2025-05-12 09:13:00,POINT (120.964322 14.636743),0.21755269962636423,0.5
van007,14.63851,120.964,2025-05-12 09:13:30,POINT (120.964 14.63851),0.19951207677858862,0.5
van007,14.640342,120.963551,2025-05-12 09:14:00,POINT (120.963551 14.640342),0.20935815870669186,0.5
van007,14.642106,120.963171,2025-05-12 09:14:30,POINT (120.963171 14.642106),0.20036295944691168,0.5
van007,14.643959,120.962915,2025-05-12 09:15:00,POINT (120.962915 14.643959),0.20787673294518316,0.5
van007,14.64578,120.962473,2025-05-12 09:15:30,POINT (120.962473 14.64578),0.20799447304270727,0.5
van007,14.647607,120.962136,2025-05-12 09:16:00,POINT (120.962136 14.647607),0.20636282725348765,0.5
van007,14.649315,120.961667,2025-05-12 09:16:30,POINT (120.961667 14.649315),0.1965087761620812,0.5
van007,14.651163,120.961301,2025-05-12 09:17:00,POINT (120.961301 14.651163),0.20922651980391138,0.5
van007,14.653075,120.960907,2025-05-12 09:17:30,POINT (120.960907 14.653075),0.21678868896277403,0.5
van007,14.654799,120.960627,2025-05-12 09:18:00,POINT (120.960627 14.654799),0.19405214342349644,0.5
van007,14.656626,120.960216,2025-05-12 09:18:30,POINT (120.960216 14.656626),0.20790884314776475,0.5
van007,14.658449,120.959876,2025-05-12 09:19:00,POINT (120.959876 14.658449),0.20598172601119333,0.5
van007,14.660234,120.9594,2025-05-12 09:19:30,POINT (120.9594 14.660234),0.2049817445829936,0.5
van007,14.66205,120.959066,2025-05-12 09:20:00,POINT (120.959066 14.66205),0.20510161662322937,0.5
van007,14.663956,120.958691,2025-05-12 09:20:30,POINT (120.958691 14.663956),0.215742523082491,0.5
van007,14.665673,120.958285,2025-05-12 09:21:00,POINT (120.958285 14.665673),0.19585338971013866,0.5
van007,14.66753,120.957995,2025-05-12 09:21:30,POINT (120.957995 14.66753),0.20883217135418142,0.5
van007,14.669278,120.957482,2025-05-12 09:22:00,POINT (120.957482 14.669278),0.2020506335719567,0.5
van007,14.671176,120.957106,2025-05-12 09:22:30,POINT (120.957106 14.671176),0.21488868786646523,0.5
van007,14.672961,120.956829,2025-05-12 09:23:00,POINT (120.956829 14.672961),0.2007070436888036,0.5
van007,14.67477,120.956342,2025-05-12 09:23:30,POINT (120.956342 14.67477),0.20786109389230695,0.5
van007,14.676606,120.956102,2025-05-12 09:24:00,POINT (120.956102 14.676606),0.20577969221710973,0.5
van007,14.678468,120.95572,2025-05-12 09:24:30,POINT (120.95572 14.678468),0.21108298920456312,0.5
van007,14.680262,120.955198,2025-05-12 09:25:00,POINT (120.955198 14.680262),0.2072353082981949,0.5
van007,14.682051,120.95492,2025-05-12 09:25:30,POINT (120.95492 14.682051),0.2011626835311264,0.5
van007,14.68388,120.954479,2025-05-12 09:26:00,POINT (120.954479 14.68388),0.20883423040109364,0.5
van007,14.685665,120.954078,2025-05-12 09:26:30,POINT (120.954078 14.685665),0.20311549940555584,0.5
van007,14.687554,120.95375,2025-05-12 09:27:00,POINT (120.95375 14.687554),0.21298951138477085,0.5
van007,14.68927,120.953434,2025-05-12 09:27:30,POINT (120.953434 14.68927),0.19381412470567405,0.5
van007,14.691072,120.953,2025-05-12 09:28:00,POINT (120.953 14.691072),0.20573907316465376,0.5
van007,14.692986,120.952682,2025-05-12 09:28:30,POINT (120.952682 14.692986),0.21555804685122948,0.5
van007,14.694768,120.952212,2025-05-12 09:29:00,POINT (120.952212 14.694768),0.2044962419120078,0.5
van007,14.696512,120.95188,2025-05-12 09:29:30,POINT (120.95188 14.696512),0.19718426977713388,0.5
van007,14.698383,120.951524,2025-05-12 09:30:00,POINT (120.951524 14.698383),0.21153994892550718,0.5
van007,14.700196,120.951148,2025-05-12 09:30:30,POINT (120.951148 14.700196),0.20561268602839064,0.5
van007,14.701981,120.950654,2025-05-12 09:31:00,POINT (120.950654 14.701981),0.20547139079889123,0.5
van007,14.703882,120.950278,2025-05-12 09:31:30,POINT (120.950278 14.703882),0.2152151826239093,0.5
van007,14.705683,120.950027,2025-05-12 09:32:00,POINT (120.950027 14.705683),0.20207341736992435,0.5
van007,14.707386,120.949564,2025-05-12 09:32:30,POINT (120.949564 14.707386),0.19580293486457884,0.5
van007,14.709329,120.94927,2025-05-12 09:33:00,POINT (120.94927 14.709329),0.21835334261403486,0.5
van007,14.711077,120.948774,2025-05-12 09:33:30,POINT (120.948774 14.711077),0.201556156692672,0.5
van007,14.712931,120.948393,2025-05-12 09:34:00,POINT (120.948393 14.712931),0.2101882582755618,0.5
van007,14.714655,120.948118,2025-05-12 09:34:30,POINT (120.948118 14.714655),0.19396814227555012,0.5
van007,14.71653,120.947696,2025-05-12 09:35:00,POINT (120.947696 14.71653),0.21337312128272057,0.5
van007,14.718391,120.947286,2025-05-12 09:35:30,POINT (120.947286 14.718391),0.211579471742031,0.5
van007,14.720111,120.946931,2025-05-12 09:36:00,POINT (120.946931 14.720111),0.19502870780500942,0.5
van007,14.722,120.94657,2025-05-12 09:36:30,POINT (120.94657 14.722),0.21360504027579477,0.5
van007,14.723754,120.946141,2025-05-12 09:37:00,POINT (120.946141 14.723754),0.20041848138616367,0.5
van007,14.725618,120.94588,2025-05-12 09:37:30,POINT (120.94588 14.725618),0.20915928441076007,0.5
van007,14.727413,120.945419,2025-05-12 09:38:00,POINT (120.945419 14.727413),0.20565990299276854,0.5
van007,14.729186,120.944993,2025-05-12 09:38:30,POINT (120.944993 14.729186),0.20240149911272629,0.5
van007,14.731053,120.944647,2025-05-12 09:39:00,POINT (120.944647 14.731053),0.21090911285692512,0.5
van007,14.732814,120.944252,2025-05-12 09:39:30,POINT (120.944252 14.732814),0.20036870186651537,0.5
van007,14.734688,120.94385,2025-05-12 09:40:00,POINT (120.94385 14.734688),0.21281637179016527,0.5
van007,14.736542,120.943495,2025-05-12 09:40:30,POINT (120.943495 14.736542),0.20966030796323296,0.5
van007,14.738237,120.94321,2025-05-12 09:41:00,POINT (120.94321 14.738237),0.19095097894005453,0.5
van007,14.740137,120.942739,2025-05-12 09:41:30,POINT (120.942739 14.740137),0.2172568294864542,0.5
van007,14.741875,120.942357,2025-05-12 09:42:00,POINT (120.942357 14.741875),0.19757433506776978,0.5
van007,14.743752,120.942086,2025-05-12 09:42:30,POINT (120.942086 14.743752),0.2107375312004963,0.5
van007,14.745598,120.941638,2025-05-12 09:43:00,POINT (120.941638 14.745598),0.2108432657573029,0.5
van007,14.747327,120.941309,2025-05-12 09:43:30,POINT (120.941309 14.747327),0.19548399775598485,0.5
van007,14.749176,120.940825,2025-05-12 09:44:00,POINT (120.940825 14.749176),0.21208448120597387,0.5
van007,14.750996,120.940495,2025-05-12 09:44:30,POINT (120.940495 14.750996),0.2054622528603654,0.5
van007,14.75284,120.940162,2025-05-12 09:45:00,POINT (120.940162 14.75284),0.20814654051327341,0.5
van007,14.754572,120.939821,2025-05-12 09:45:30,POINT (120.939821 14.754572),0.19604910278084833,0.5
van007,14.756421,120.939356,2025-05-12 09:46:00,POINT (120.939356 14.756421),0.21159198457417625,0.5
van007,14.758223,120.939046,2025-05-12 09:46:30,POINT (120.939046 14.758223),0.20312694469464243,0.5
van007,14.760066,120.938568,2025-05-12 09:47:00,POINT (120.938568 14.760066),0.21127926227609525,0.5
van007,14.761857,120.938223,2025-05-12 09:47:30,POINT (120.938223 14.761857),0.20257565242773387,0.5
van007,14.763764,120.937819,2025-05-12 09:48:00,POINT (120.937819 14.763764),0.21645248549639773,0.5
